"Numero_Fiche";"Siret_Certificateur";"Nom_Certificateur"
"RNCP23708";"	50030725100024";"ASS PR PARITARISME DS LES CABINETS DENT LIBERAUX"
"RNCP23709";"	80316962200013";"COLLEGE EMPLOYEUR"
"RNCP23710";"	84250154600019";"ASSOCIATION POUR LA COLLECTE ET LA GESTION DES FONDS DE LA BRANCHE FORMATION"
"RNCP23711";"	78440591200022";"FEDERATION FRANCAISE DE PARACHUTISME"
"RNCP23712";"	78440586200052";"FEDERATION FRANCAISE DE BASKET BALL"
"RNCP23713";"	83888687700011";"COREGE"
"RNCP23723";"	13002671900018";"SECRETARIAT D'ETAT AUPRES DU PREMIER MINISTRE CHARGE DE LA MER"
"RNCP23723";"	11006801200050";"MINISTERE DE LA TRANSITION ECOLOGIQUE, DE LA BIODIVERSITE, DE LA FORET, DE LA MER ET DE LA PECHE"
"RNCP23727";"	83429535400015";"NEOMA BUSINESS SCHOOL"
"RNCP23737";"	83429535400015";"NEOMA BUSINESS SCHOOL"
"RNCP23745";"	19341089100017";"UNIVERSITE MONTPELLIER III PAUL VALERY"
"RNCP23745";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP23745";"	19941111700013";"UNIVERSITE PARIS EST CRETEIL VAL DE MARNE"
"RNCP23751";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP23786";"	19870669900461";"UNIVERSITE DE LIMOGES - ENSIL-ENSCI"
"RNCP23797";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP23805";"	53835166900014";"ASSOCIATION ECEMA - ECOLE EUROPEENNE DE MANAGEMENT EN ALTERNANCE"
"RNCP23806";"	49089646100020";"KLAXON ROUGE"
"RNCP23808";"	30242119300012";"INSTITUT NATIONAL DE L'AUDIOVISUEL"
"RNCP23809";"	34208151000014";"ECOLE FRANCAISE ENSEIGNEMENT TECHNIQUE"
"RNCP23812";"	30242119300012";"INSTITUT NATIONAL DE L'AUDIOVISUEL"
"RNCP23814";"	13001727000013";"CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE - SERVICES CENTRAUX DG"
"RNCP23815";"	43181003500029";"CRISTAL 1"
"RNCP23816";"	44165760800051";"GRBIC*BRETON/ELISABETH/"
"RNCP23827";"	18750002000065";"CCI FRANCE"
"RNCP23862";"	13001550600889";"UNIVERSITE DE LORRAINE - ECOLE NATIONALE SUPERIEURE DES MINES DE NANCY  "
"RNCP23868";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP23869";"	18750002000065";"CCI FRANCE"
"RNCP23870";"	18750002000065";"CCI FRANCE"
"RNCP23872";"	18750002000073";"CCI FRANCE"
"RNCP23896";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP23896";"	13002602400054";"UNIVERSITE PARIS-SACLAY"
"RNCP23900";"	43433186400018";"CEPI MANAGEMENT"
"RNCP23909";"	11004601800013";"MINISTERE DE LA CULTURE"
"RNCP23909";"	11004301500012";"MINISTERE DE L'EDUCATION NATIONALE ET DE LA JEUNESSE"
"RNCP23923";"	11004601800013";"MINISTERE DE LA CULTURE"
"RNCP23927";"	52087537800017";"ECOLE SUPERIEURE DES TECHNOLOGIES ET DES AFFAIRES (ESTA)"
"RNCP23932";"	18750002000073";"CCI FRANCE"
"RNCP23937";"	18750002000073";"CCI FRANCE"
"RNCP23939";"	18750002000073";"CCI FRANCE"
"RNCP23940";"	18750002000073";"CCI FRANCE"
"RNCP23966";"	18750002000065";"CCI FRANCE"
"RNCP23970";"	18750002000065";"CCI FRANCE"
"RNCP23987";"	39179458300040";"CENT EUROPEEN FORMATION PRODUCTION FILMS"
"RNCP23988";"	53833278400031";"ORGANISME DE FORMATION POUR L'INSERTION L'ACCOMPAGNEMENT ET LA QUALIFICATION"
"RNCP23989";"	42986464800028";"ACFA-MULTIMEDIA"
"RNCP24013";"	13002975400012";"UNIVERSITE DE LILLE"
"RNCP24092";"	13002975400012";"UNIVERSITE DE LILLE"
"RNCP24105";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP24108";"	13002358300094";"UNIVERSITE DE LILLE - ECOLE POLYTECHNIQUE UNIVERSITAIRE DE LILLE"
"RNCP24148";"	11004301500012";"MINISTERE DE L'EDUCATION NATIONALE ET DE LA JEUNESSE"
"RNCP24148";"	11007001800012";"MINISTERE DE L'AGRICULTURE ET DE LA SOUVERAINETE ALIMENTAIRE"
"RNCP24148";"	11004601800013";"MINISTERE DE LA CULTURE"
"RNCP24148";"	19782019400029";"ECOLE NATIONALE SUPERIEURE DE PAYSAGE"
"RNCP24154";"	13002671900018";"SECRETARIAT D'ETAT AUPRES DU PREMIER MINISTRE CHARGE DE LA MER"
"RNCP24154";"	11006801200050";"MINISTERE DE LA TRANSITION ECOLOGIQUE, DE LA BIODIVERSITE, DE LA FORET, DE LA MER ET DE LA PECHE"
"RNCP24170";"	19590258000065";"LYCEE GENERAL TECHNIQUE GASTON BERGER"
"RNCP24240";"	19490970100303";"UNIVERSITE D'ANGERS"
"RNCP24240";"	19870669900321";"UNIVERSITE DE LIMOGES"
"RNCP24240";"	19202664900264";"UNIVERSITE DE CORSE P PAOLI"
"RNCP24240";"	19971585500011";"UNIVERSITE DES ANTILLES"
"RNCP24240";"	19691775100014";"UNIVERSITE LYON 2 A ET L LUMIERE"
"RNCP24240";"	19141408500016";"UNIVERSITE DE CAEN NORMANDIE"
"RNCP24240";"	13002806100013";"UNIVERSITE CLERMONT AUVERGNE"
"RNCP24240";"	19921204400010";"UNIVERSITE PARIS NANTERRE"
"RNCP24240";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP24240";"	19761904200017";"UNIVERSITE DE ROUEN NORMANDIE"
"RNCP24240";"	19860856400375";"UNIVERSITE DE POITIERS"
"RNCP24240";"	13003051300019";"UNIVERSITE DE RENNES"
"RNCP24240";"	13002979600013";"UNIVERSITE DE MONTPELLIER"
"RNCP24240";"	13001550600012";"UNIVERSITE DE LORRAINE"
"RNCP24240";"	19211237300019";"UNIVERSITE DIJON BOURGOGNE"
"RNCP24240";"	13001533200013";"UNIVERSITE D'AIX MARSEILLE"
"RNCP24240";"	19762762300097";"UNIVERSITE LE HAVRE NORMANDIE"
"RNCP24240";"	13003061200019";"UNIVERSITE TOULOUSE CAPITOLE"
"RNCP24240";"	19660437500010";"UNIVERSITE DE PERPIGNAN VIA DOMITIA (UPVD)"
"RNCP24240";"	13000322100012";"UNIVERSITE DE NOUVELLE CALEDONIE"
"RNCP24240";"	13002995200012";"UNIVERSITE PARIS-PANTHEON-ASSAS"
"RNCP24240";"	13002566100013";"UNIVERSITE COTE D'AZUR"
"RNCP24240";"	19941111700013";"UNIVERSITE PARIS EST CRETEIL VAL DE MARNE"
"RNCP24240";"	19450855200016";"UNIVERSITE D'ORLEANS"
"RNCP24240";"	19681166500013";"UNIVERSITE DE HAUTE ALSACE"
"RNCP24240";"	19251215000363";"UNIVERSITE DE BESANCON - UNIVERSITE DE FRANCHE-COMTE"
"RNCP24240";"	19987001500013";"UNIVERSITE DE LA POLYNESIE FRANCAISE"
"RNCP24240";"	19801344300017";"UNIVERSITE AMIENS PICARDIE JULES VERNE"
"RNCP24240";"	13002574500014";"UNIVERSITE POLYTECHNIQUE HAUTS-DE-FRANCE (UPHF)"
"RNCP24240";"	13002974700016";"NANTES UNIVERSITE"
"RNCP24240";"	19692437700282";"UNIVERSITE LYON 3 JEAN MOULIN"
"RNCP24240";"	13002975400012";"UNIVERSITE DE LILLE"
"RNCP24240";"	13000545700010";"UNIVERSITE DE STRASBOURG"
"RNCP24240";"	13002608100013";"UNIVERSITE GRENOBLE ALPES"
"RNCP24240";"	19974478000016";"UNIVERSITE DE LA REUNION"
"RNCP24240";"	19840685200204";"AVIGNON UNIVERSITE"
"RNCP24240";"	19290346600014";"UNIVERSITE BREST BRETAGNE OCCIDENTALE (UBO)"
"RNCP24240";"	19931238000017";"UNIVERSITE PARIS XIII PARIS NORD VILLETANEUSE"
"RNCP24240";"	19511296600799";"UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE (URCA)"
"RNCP24240";"	13001835100010";"UNIVERSITE DE BORDEAUX"
"RNCP24240";"	19830766200017";"UNIVERSITE DE TOULON"
"RNCP24240";"	19421095100423";"UNIVERSITE JEAN MONNET SAINT ETIENNE"
"RNCP24240";"	13002059700014";"UNIVERSITE DE LA GUYANE"
"RNCP24240";"	19640251500270";"UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR (UPPA)"
"RNCP24240";"	19751717000019";"UNIVERSITE PARIS 1 PANTHEON SORBONNE"
"RNCP24271";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP24282";"	19681166500344";"UNIVERSITE DE HAUTE ALSACE - ECOLE NAT SUPERIEURE DE CHIMIE"
"RNCP24412";"	19590338000010";"ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES"
"RNCP24420";"	13002974700016";"NANTES UNIVERSITE"
"RNCP24420";"	13002979600013";"UNIVERSITE DE MONTPELLIER"
"RNCP24420";"	19202664900264";"UNIVERSITE DE CORSE P PAOLI"
"RNCP24420";"	13001533200013";"UNIVERSITE D'AIX MARSEILLE"
"RNCP24420";"	19860856400375";"UNIVERSITE DE POITIERS"
"RNCP24420";"	19941111700013";"UNIVERSITE PARIS EST CRETEIL VAL DE MARNE"
"RNCP24420";"	13002995200012";"UNIVERSITE PARIS-PANTHEON-ASSAS"
"RNCP24420";"	19761904200017";"UNIVERSITE DE ROUEN NORMANDIE"
"RNCP24420";"	13002975400012";"UNIVERSITE DE LILLE"
"RNCP24420";"	19921204400010";"UNIVERSITE PARIS NANTERRE"
"RNCP24420";"	13002059700014";"UNIVERSITE DE LA GUYANE"
"RNCP24420";"	19691775100014";"UNIVERSITE LYON 2 A ET L LUMIERE"
"RNCP24420";"	19290346600014";"UNIVERSITE BREST BRETAGNE OCCIDENTALE (UBO)"
"RNCP24420";"	13003061200019";"UNIVERSITE TOULOUSE CAPITOLE"
"RNCP24420";"	19870669900321";"UNIVERSITE DE LIMOGES"
"RNCP24420";"	19987001500013";"UNIVERSITE DE LA POLYNESIE FRANCAISE"
"RNCP24420";"	13003051300019";"UNIVERSITE DE RENNES"
"RNCP24420";"	13000545700010";"UNIVERSITE DE STRASBOURG"
"RNCP24420";"	19421095100423";"UNIVERSITE JEAN MONNET SAINT ETIENNE"
"RNCP24420";"	13002574500014";"UNIVERSITE POLYTECHNIQUE HAUTS-DE-FRANCE (UPHF)"
"RNCP24420";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP24420";"	19211237300019";"UNIVERSITE DIJON BOURGOGNE"
"RNCP24420";"	19141408500016";"UNIVERSITE DE CAEN NORMANDIE"
"RNCP24420";"	13002597600015";"CY CERGY PARIS UNIVERSITE"
"RNCP24420";"	13001550600012";"UNIVERSITE DE LORRAINE"
"RNCP24420";"	19974478000016";"UNIVERSITE DE LA REUNION"
"RNCP24423";"	19290346600014";"UNIVERSITE BREST BRETAGNE OCCIDENTALE (UBO)"
"RNCP24423";"	19251215000363";"UNIVERSITE DE BESANCON - UNIVERSITE DE FRANCHE-COMTE"
"RNCP24423";"	19971585500011";"UNIVERSITE DES ANTILLES"
"RNCP24423";"	13003061200019";"UNIVERSITE TOULOUSE CAPITOLE"
"RNCP24423";"	19211237300019";"UNIVERSITE DIJON BOURGOGNE"
"RNCP24423";"	19870669900321";"UNIVERSITE DE LIMOGES"
"RNCP24423";"	13002979600013";"UNIVERSITE DE MONTPELLIER"
"RNCP24423";"	19511296600799";"UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE (URCA)"
"RNCP24423";"	13003051300019";"UNIVERSITE DE RENNES"
"RNCP24423";"	19720916600010";"UNIVERSITE DU MANS"
"RNCP24423";"	19811201300018";"INSTITUT NATIONAL UNIVERSITAIRE JEAN-FRANCOIS CHAMPOLLION"
"RNCP24423";"	19931238000017";"UNIVERSITE PARIS XIII PARIS NORD VILLETANEUSE"
"RNCP24423";"	19170032700015";"LA ROCHELLE UNIVERSITE - UNIVERSITE DE LA ROCHELLE"
"RNCP24423";"	19941111700013";"UNIVERSITE PARIS EST CRETEIL VAL DE MARNE"
"RNCP24423";"	19830766200017";"UNIVERSITE DE TOULON"
"RNCP24423";"	19681166500013";"UNIVERSITE DE HAUTE ALSACE"
"RNCP24423";"	13000322100012";"UNIVERSITE DE NOUVELLE CALEDONIE"
"RNCP24423";"	19987001500013";"UNIVERSITE DE LA POLYNESIE FRANCAISE"
"RNCP24423";"	19911975100014";"UNIVERSITE D EVRY VAL D ESSONNE"
"RNCP24423";"	13002995200012";"UNIVERSITE PARIS-PANTHEON-ASSAS"
"RNCP24423";"	13002608100013";"UNIVERSITE GRENOBLE ALPES"
"RNCP24423";"	19762762300097";"UNIVERSITE LE HAVRE NORMANDIE"
"RNCP24423";"	19751717000019";"UNIVERSITE PARIS 1 PANTHEON SORBONNE"
"RNCP24423";"	13001533200013";"UNIVERSITE D'AIX MARSEILLE"
"RNCP24423";"	19594403800205";"UNIVERSITE DU LITTORAL COTE D OPALE"
"RNCP24423";"	13000545700010";"UNIVERSITE DE STRASBOURG"
"RNCP24423";"	19561718800600";"UNIVERSITE DE BRETAGNE SUD (UBS)"
"RNCP24423";"	19801344300017";"UNIVERSITE AMIENS PICARDIE JULES VERNE"
"RNCP24423";"	19692437700282";"UNIVERSITE LYON 3 JEAN MOULIN"
"RNCP24423";"	19691775100014";"UNIVERSITE LYON 2 A ET L LUMIERE"
"RNCP24423";"	19730858800015";"UNIVERSITE SAVOIE MONT BLANC"
"RNCP24423";"	19974478000016";"UNIVERSITE DE LA REUNION"
"RNCP24423";"	19660437500010";"UNIVERSITE DE PERPIGNAN VIA DOMITIA (UPVD)"
"RNCP24423";"	13001835100010";"UNIVERSITE DE BORDEAUX"
"RNCP24423";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP24423";"	19450855200016";"UNIVERSITE D'ORLEANS"
"RNCP24423";"	13002566100013";"UNIVERSITE COTE D'AZUR"
"RNCP24423";"	19640251500270";"UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR (UPPA)"
"RNCP24423";"	19761904200017";"UNIVERSITE DE ROUEN NORMANDIE"
"RNCP24423";"	19931827000014";"UNIVERSITE DE PARIS VIII.PARIS VINCENNES    "
"RNCP24423";"	13002602400054";"UNIVERSITE PARIS-SACLAY"
"RNCP24423";"	19781944400013";"UNIVERSITE VERSAILLES ST QUENTIN YVELINE"
"RNCP24423";"	13002573700011";"UNIVERSITE PARIS CITE"
"RNCP24423";"	13001550600012";"UNIVERSITE DE LORRAINE"
"RNCP24423";"	13002975400012";"UNIVERSITE DE LILLE"
"RNCP24423";"	13002574500014";"UNIVERSITE POLYTECHNIQUE HAUTS-DE-FRANCE (UPHF)"
"RNCP24423";"	19860856400375";"UNIVERSITE DE POITIERS"
"RNCP24423";"	19921204400010";"UNIVERSITE PARIS NANTERRE"
"RNCP24423";"	19421095100423";"UNIVERSITE JEAN MONNET SAINT ETIENNE"
"RNCP24423";"	13002597600015";"CY CERGY PARIS UNIVERSITE"
"RNCP24423";"	19141408500016";"UNIVERSITE DE CAEN NORMANDIE"
"RNCP24423";"	13002806100013";"UNIVERSITE CLERMONT AUVERGNE"
"RNCP24423";"	19202664900264";"UNIVERSITE DE CORSE P PAOLI"
"RNCP24423";"	13002059700014";"UNIVERSITE DE LA GUYANE"
"RNCP24423";"	13002974700016";"NANTES UNIVERSITE"
"RNCP24423";"	13000375900011";"UNIVERSITE DE NIMES"
"RNCP24424";"	19211237300019";"UNIVERSITE DIJON BOURGOGNE"
"RNCP24424";"	19720916600010";"UNIVERSITE DU MANS"
"RNCP24424";"	19751717000019";"UNIVERSITE PARIS 1 PANTHEON SORBONNE"
"RNCP24424";"	13003061200019";"UNIVERSITE TOULOUSE CAPITOLE"
"RNCP24424";"	13003062000012";"ECOLE D'ECONOMIE ET DE SCIENCES SOCIALES QUANTITATIVES DE TOULOUSE - TSE"
"RNCP24424";"	13002597600015";"CY CERGY PARIS UNIVERSITE"
"RNCP24424";"	13002806100013";"UNIVERSITE CLERMONT AUVERGNE"
"RNCP24424";"	19421095100423";"UNIVERSITE JEAN MONNET SAINT ETIENNE"
"RNCP24424";"	19141408500016";"UNIVERSITE DE CAEN NORMANDIE"
"RNCP24424";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP24424";"	19761904200017";"UNIVERSITE DE ROUEN NORMANDIE"
"RNCP24424";"	13002979600013";"UNIVERSITE DE MONTPELLIER"
"RNCP24424";"	19720916600226";"UNIVERSITE DU MANS - ENS INGENIEURS DU MANS  "
"RNCP24424";"	13002574500014";"UNIVERSITE POLYTECHNIQUE HAUTS-DE-FRANCE (UPHF)"
"RNCP24424";"	13001550600012";"UNIVERSITE DE LORRAINE"
"RNCP24424";"	13002573700011";"UNIVERSITE PARIS CITE"
"RNCP24424";"	19753471200017";"CONSERVATOIRE NATIONAL DES ARTS ET METIERS"
"RNCP24425";"	19751717000019";"UNIVERSITE PARIS 1 PANTHEON SORBONNE"
"RNCP24425";"	13002806100013";"UNIVERSITE CLERMONT AUVERGNE"
"RNCP24425";"	13001835100010";"UNIVERSITE DE BORDEAUX"
"RNCP24425";"	19692437700282";"UNIVERSITE LYON 3 JEAN MOULIN"
"RNCP24425";"	19681166500013";"UNIVERSITE DE HAUTE ALSACE"
"RNCP24425";"	19753471200017";"CONSERVATOIRE NATIONAL DES ARTS ET METIERS"
"RNCP24425";"	19141408500016";"UNIVERSITE DE CAEN NORMANDIE"
"RNCP24425";"	13001533200013";"UNIVERSITE D'AIX MARSEILLE"
"RNCP24425";"	13002975400012";"UNIVERSITE DE LILLE"
"RNCP24425";"	19761904200017";"UNIVERSITE DE ROUEN NORMANDIE"
"RNCP24425";"	13003061200019";"UNIVERSITE TOULOUSE CAPITOLE"
"RNCP24425";"	19211237300019";"UNIVERSITE DIJON BOURGOGNE"
"RNCP24425";"	19781944400013";"UNIVERSITE VERSAILLES ST QUENTIN YVELINE"
"RNCP24425";"	19370800500478";"UNIVERSITE DE TOURS"
"RNCP24425";"	13002054800017";"UNIVERSITE DE MONTPELLIER"
"RNCP24425";"	13003051300019";"UNIVERSITE DE RENNES"
"RNCP24425";"	19170032700015";"LA ROCHELLE UNIVERSITE - UNIVERSITE DE LA ROCHELLE"
"RNCP24425";"	19290346600014";"UNIVERSITE BREST BRETAGNE OCCIDENTALE (UBO)"
"RNCP24425";"	13002574500014";"UNIVERSITE POLYTECHNIQUE HAUTS-DE-FRANCE (UPHF)"
"RNCP24425";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP24425";"	13001550600012";"UNIVERSITE DE LORRAINE"
"RNCP24426";"	13001533200013";"UNIVERSITE D'AIX MARSEILLE"
"RNCP24426";"	19421095100423";"UNIVERSITE JEAN MONNET SAINT ETIENNE"
"RNCP24426";"	19987001500013";"UNIVERSITE DE LA POLYNESIE FRANCAISE"
"RNCP24426";"	13002566100013";"UNIVERSITE COTE D'AZUR"
"RNCP24426";"	19931238000017";"UNIVERSITE PARIS XIII PARIS NORD VILLETANEUSE"
"RNCP24426";"	19762762300097";"UNIVERSITE LE HAVRE NORMANDIE"
"RNCP24426";"	19971585500011";"UNIVERSITE DES ANTILLES"
"RNCP24426";"	19561718800600";"UNIVERSITE DE BRETAGNE SUD (UBS)"
"RNCP24426";"	19911975100014";"UNIVERSITE D EVRY VAL D ESSONNE"
"RNCP24426";"	19691775100014";"UNIVERSITE LYON 2 A ET L LUMIERE"
"RNCP24426";"	13000322100012";"UNIVERSITE DE NOUVELLE CALEDONIE"
"RNCP24426";"	19870669900321";"UNIVERSITE DE LIMOGES"
"RNCP24426";"	19974478000016";"UNIVERSITE DE LA REUNION"
"RNCP24426";"	19660437500010";"UNIVERSITE DE PERPIGNAN VIA DOMITIA (UPVD)"
"RNCP24426";"	19511296600799";"UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE (URCA)"
"RNCP24426";"	19730858800015";"UNIVERSITE SAVOIE MONT BLANC"
"RNCP24426";"	19594403800205";"UNIVERSITE DU LITTORAL COTE D OPALE"
"RNCP24426";"	13003051300019";"UNIVERSITE DE RENNES"
"RNCP24426";"	13002608100013";"UNIVERSITE GRENOBLE ALPES"
"RNCP24426";"	19691774400019";"UNIVERSITE CLAUDE BERNARD LYON 1"
"RNCP24426";"	13001835100010";"UNIVERSITE DE BORDEAUX"
"RNCP24426";"	19624401600016";"UNIVERSITE D ARTOIS"
"RNCP24426";"	19931827000014";"UNIVERSITE DE PARIS VIII.PARIS VINCENNES    "
"RNCP24426";"	19720916600010";"UNIVERSITE DU MANS"
"RNCP24426";"	13002974700016";"NANTES UNIVERSITE"
"RNCP24426";"	19450855200016";"UNIVERSITE D'ORLEANS"
"RNCP24426";"	19251215000363";"UNIVERSITE DE BESANCON - UNIVERSITE DE FRANCHE-COMTE"
"RNCP24426";"	13000545700010";"UNIVERSITE DE STRASBOURG"
"RNCP24426";"	13002573700011";"UNIVERSITE PARIS CITE"
"RNCP24426";"	13002975400012";"UNIVERSITE DE LILLE"
"RNCP24426";"	19830766200017";"UNIVERSITE DE TOULON"
"RNCP24426";"	19202664900264";"UNIVERSITE DE CORSE P PAOLI"
"RNCP24426";"	13002602400054";"UNIVERSITE PARIS-SACLAY"
"RNCP24426";"	13002612300013";"UNIVERSITE GUSTAVE EIFFEL"
"RNCP24426";"	19781944400013";"UNIVERSITE VERSAILLES ST QUENTIN YVELINE"
"RNCP24426";"	19921204400010";"UNIVERSITE PARIS NANTERRE"
"RNCP24426";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP24426";"	19941111700013";"UNIVERSITE PARIS EST CRETEIL VAL DE MARNE"
"RNCP24426";"	19490970100303";"UNIVERSITE D'ANGERS"
"RNCP24426";"	19640251500270";"UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR (UPPA)"
"RNCP24426";"	13002995200012";"UNIVERSITE PARIS-PANTHEON-ASSAS"
"RNCP24426";"	19801344300017";"UNIVERSITE AMIENS PICARDIE JULES VERNE"
"RNCP24426";"	19860856400375";"UNIVERSITE DE POITIERS"
"RNCP24426";"	19290346600014";"UNIVERSITE BREST BRETAGNE OCCIDENTALE (UBO)"
"RNCP24427";"	19911975100014";"UNIVERSITE D EVRY VAL D ESSONNE"
"RNCP24427";"	19921204400010";"UNIVERSITE PARIS NANTERRE"
"RNCP24427";"	19251215000363";"UNIVERSITE DE BESANCON - UNIVERSITE DE FRANCHE-COMTE"
"RNCP24427";"	19730858800015";"UNIVERSITE SAVOIE MONT BLANC"
"RNCP24427";"	19290346600014";"UNIVERSITE BREST BRETAGNE OCCIDENTALE (UBO)"
"RNCP24427";"	19681166500013";"UNIVERSITE DE HAUTE ALSACE"
"RNCP24427";"	19751717000019";"UNIVERSITE PARIS 1 PANTHEON SORBONNE"
"RNCP24427";"	13002806100013";"UNIVERSITE CLERMONT AUVERGNE"
"RNCP24427";"	19931238000017";"UNIVERSITE PARIS XIII PARIS NORD VILLETANEUSE"
"RNCP24427";"	13000375900011";"UNIVERSITE DE NIMES"
"RNCP24427";"	13000545700010";"UNIVERSITE DE STRASBOURG"
"RNCP24427";"	13002059700014";"UNIVERSITE DE LA GUYANE"
"RNCP24427";"	19640251500270";"UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR (UPPA)"
"RNCP24427";"	13002574500014";"UNIVERSITE POLYTECHNIQUE HAUTS-DE-FRANCE (UPHF)"
"RNCP24427";"	19870669900321";"UNIVERSITE DE LIMOGES"
"RNCP24427";"	13001550600012";"UNIVERSITE DE LORRAINE"
"RNCP24427";"	19691775100014";"UNIVERSITE LYON 2 A ET L LUMIERE"
"RNCP24427";"	13002054800017";"UNIVERSITE DE MONTPELLIER"
"RNCP24427";"	19931827000014";"UNIVERSITE DE PARIS VIII.PARIS VINCENNES    "
"RNCP24427";"	19762762300097";"UNIVERSITE LE HAVRE NORMANDIE"
"RNCP24427";"	19761904200017";"UNIVERSITE DE ROUEN NORMANDIE"
"RNCP24427";"	19421095100423";"UNIVERSITE JEAN MONNET SAINT ETIENNE"
"RNCP24427";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP24427";"	19624401600016";"UNIVERSITE D ARTOIS"
"RNCP24427";"	13003061200019";"UNIVERSITE TOULOUSE CAPITOLE"
"RNCP24427";"	19350937900015";"UNIVERSITE RENNES  II  HAUTE BRETAGNE"
"RNCP24427";"	19211237300019";"UNIVERSITE DIJON BOURGOGNE"
"RNCP24427";"	19781944400013";"UNIVERSITE VERSAILLES ST QUENTIN YVELINE"
"RNCP24427";"	19860856400375";"UNIVERSITE DE POITIERS"
"RNCP24427";"	13002975400012";"UNIVERSITE DE LILLE"
"RNCP24427";"	13002995200012";"UNIVERSITE PARIS-PANTHEON-ASSAS"
"RNCP24427";"	19660437500010";"UNIVERSITE DE PERPIGNAN VIA DOMITIA (UPVD)"
"RNCP24427";"	19840685200204";"AVIGNON UNIVERSITE"
"RNCP24427";"	19811201300018";"INSTITUT NATIONAL UNIVERSITAIRE JEAN-FRANCOIS CHAMPOLLION"
"RNCP24427";"	19974478000016";"UNIVERSITE DE LA REUNION"
"RNCP24427";"	13001835100010";"UNIVERSITE DE BORDEAUX"
"RNCP24427";"	13001533200013";"UNIVERSITE D'AIX MARSEILLE"
"RNCP24427";"	19341089100017";"UNIVERSITE MONTPELLIER III PAUL VALERY"
"RNCP24427";"	19141408500016";"UNIVERSITE DE CAEN NORMANDIE"
"RNCP24427";"	19511296600799";"UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE (URCA)"
"RNCP24428";"	13002979600013";"UNIVERSITE DE MONTPELLIER"
"RNCP24428";"	19931238000017";"UNIVERSITE PARIS XIII PARIS NORD VILLETANEUSE"
"RNCP24428";"	19971585500011";"UNIVERSITE DES ANTILLES"
"RNCP24428";"	19691775100014";"UNIVERSITE LYON 2 A ET L LUMIERE"
"RNCP24428";"	19681166500013";"UNIVERSITE DE HAUTE ALSACE"
"RNCP24428";"	19751717000019";"UNIVERSITE PARIS 1 PANTHEON SORBONNE"
"RNCP24428";"	19781944400013";"UNIVERSITE VERSAILLES ST QUENTIN YVELINE"
"RNCP24428";"	19761904200017";"UNIVERSITE DE ROUEN NORMANDIE"
"RNCP24428";"	19941111700013";"UNIVERSITE PARIS EST CRETEIL VAL DE MARNE"
"RNCP24428";"	13003051300019";"UNIVERSITE DE RENNES"
"RNCP24428";"	19921204400010";"UNIVERSITE PARIS NANTERRE"
"RNCP24428";"	13002975400012";"UNIVERSITE DE LILLE"
"RNCP24428";"	19801344300017";"UNIVERSITE AMIENS PICARDIE JULES VERNE"
"RNCP24428";"	13002995200012";"UNIVERSITE PARIS-PANTHEON-ASSAS"
"RNCP24428";"	13002612300013";"UNIVERSITE GUSTAVE EIFFEL"
"RNCP24428";"	11004401300040";"MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE"
"RNCP24428";"	19931827000014";"UNIVERSITE DE PARIS VIII.PARIS VINCENNES    "
